BuscoID,BUSCO_hg38,BUSCO_aRhiBiv1,BUSCO_bCalAnn1,BUSCO_bStrHab1,BUSCO_bTaeGut2,BUSCO_fAnaTes1,BUSCO_fArcCen1,BUSCO_fAstCal1,BUSCO_fCotGob3,BUSCO_fGouWil2,BUSCO_fMasArm1,BUSCO_mLynCan4,BUSCO_mOrnAna1,BUSCO_mPhyDis1,BUSCO_mRhiFer1,BUSCO_rGopEvg1,BUSCO_sAmbRad1
EOG090B04VC,chr17&41965880,chr12&69624933,chr27&1777657,chr19&1703035,chr27&2179436,chr8&8984226,chr8&26706304,chr4&7865734,chr8&4142610,chr8&21958606,chr8&10926035,chrE1&39995352,chr11&15155932,chr8&106205840,chr21&37843922,chr23&1965130,chr16&10515749
EOG090B0CXI,chr17&42567125,chr12&50898970,chr27&2019310,chr19&1957990,chr27&1937161,chr8&9615574,chr8&25907746,chr4&8661501,chr8&3460310,chr8&20599736,chr8&11576252,chrE1&40465144,chr11&15487752,chr8&106642470,chr21&38287632,chr23&1205665,chr16&112805
EOG090B04WA,chr17&42980577,chr12&52577560,chr27&2139997,chr19&2085503,chr27&1807424,chr8&6853933,chr8&30160712,chr4&4762278,chr8&6318319,chr8&30886241,chr8&8720751,,chr11&15673029,chr8&106930370,chr21&38574708,chr23&834717,chr16&17207340
EOG090B052N,chr17&43523979,,,,chr9&4200832,chr21&3988473,,chr16&9939101,chr19&6822879,,chr21&23357976,chrE1&41109951,,chr8&107188568,chr21&38821484,,chr16&18024327
EOG090B06IY,chr17&44308860,chr12&56478493,chr2&21937375,chr1&119620163,chr2&22260803,chr16&11326811,chr16&23768117,chr11&19825450,chr16&11021806,chr16&14663908,chr16&15133146,chrA2&91013510,chr13&20576152,,chr20&37389742,chr23&7981339,chr2&106889413
EOG090B0GZU,chr17&44659898,chr12&57588062,chr27&5099303,chr19&224951,chr27&3814676,chr8&9400297,chr8&26172716,,chr8&3695805,chr8&21229509,chr8&11350566,chrE1&41996149,chr11&60465255,chr8&107948412,chr21&39611458,chr23&12691266,chr16&29691947
EOG090B01DX,chr17&44851111,chr12&57948003,chr27&5014687,chr19&300362,chr27&3724479,chr8&8582698,chr8&27261693,chr4&7344754,chr8&4551722,chr8&22550603,chr8&10526652,chrE1&42170674,chr11&60603044,chr8&108078057,chr21&39722478,,chr16&29221214
EOG090B0DLJ,chr17&45006533,chr12&58378850,chr27&4972634,chr19&362155,,chr19&11029383,chr19&13755475,chr8&12312650,chr19&12070210,chr19&1690505,chr19&12945585,chrE1&42312504,chr11&60762143,chr8&108203960,chr21&39854340,chr23&13327509,chr16&14910290
EOG090B0E2I,chr17&46923193,chr12&66904881,chr27&5327442,chr19&43808,chr27&4064457,chr8&9743505,chr8&25725078,chr4&8845109,chr8&3314449,chr8&20775736,chr8&11709937,chrE1&42800003,chr2&62080689,chr8&91957190,chr21&40272603,chr23&12148806,chr16&12521052
EOG090B01L6,chr17&47556373,,chr27&649799,chr19&3595403,,chr1&2298439,chr1&3823139,chr6&38037570,fCotGob3_70arrow_ctg1&261866,chr1&9380970,chr1&624953,chrE1&37089524,chr21&150854,chr8&103539217,chr21&35277253,chr23&4987689,chr16&4448650
EOG090B01SX,chr17&47650245,,chrW&20482517,chr19&3635235,chr27&1147855,chr8&21290948,chr8&1020764,chr4&625272,,,chr8&22877520,chrE1&37030699,chr11&57242567,chr8&103486526,chr21&35231402,chr23&5058143,chr16&4588052
EOG090B0C20,chr17&47824205,chr12&81659023,,chr19&3705415,chr27&1093313,chr19&15765634,,chr8&5068562,chr19&6216155,chr19&10007630,chr19&17523032,chrE1&36905374,chr11&57396183,chr8&103365069,chr21&35115415,chr23&5299121,chr16&8209646
EOG090B03W8,chr17&48112044,chr12&83614026,chr2&33593700,chr19&1579317,,chr19&15797539,chr19&27305365,chr8&5005567,chr19&6167178,chr19&10055187,chr19&17553596,chrE1&36657730,chr11&57700798,chr8&103129690,chr21&34893725,chr23&5556269,
EOG090B0CW4,chr17&48911259,,chr27&131850,chr19&1187597,,chr19&15885447,chr19&27182125,chr8&4887208,chr19&6065392,chr19&10158095,chr19&17635255,chrE1&35935095,chr11&58499873,chr8&102445389,chr21&34215276,chr23&6168282,chr16&4785499
EOG090B09V6,chr17&49691535,chr12&60570947,,chr19&943452,chr27&53912,chr8&7566100,chr8&28902724,chr4&5846922,chr8&5512529,chr8&25012581,chr8&9427293,chrE1&35358143,chr11&59142263,chr8&101890365,chr21&33694938,chr23&6839214,chr16&27109087
EOG090B0356,chr17&50185502,chr2&175133288,chr2&24750491,chr23&2126687,chr2&25140600,chr11&13469413,chr11&21298440,chr22&19480554,,chr11&14929662,,chrE1&34941036,chr11&59726673,chr8&101470489,chr21&33288088,chr2&47625512,
EOG090B0G5K,chr17&50368092,,chr18&6534958,chr14&6266957,chr18&9198941,chr19&2381234,chr19&766459,chr8&22467788,chr19&3077370,chr19&24598643,chr19&1618576,chrE1&34796110,chr15&953105,chr8&101330662,chr21&33161514,,chr26&21326437
EOG090B0913,chr17&50465298,chr4&345105797,chr18&6567103,chr14&6303038,chr18&9233246,chr19&16054832,chr19&26861417,chr8&4632403,chr19&5839191,chr19&10297113,chr19&17802857,chrE1&34713157,chr15&924398,chr8&101284646,chr21&33105504,chr15&16194733,chr26&21178587
EOG090B02W7,chr17&50547209,,chr18&6611881,chr14&6349438,chr18&9280847,,chr19&3402961,chr8&18889309,chr19&19458082,chr19&17013361,chr19&5826736,chrE1&34655026,chr15&861797,chr8&101216274,chr21&33037492,chr15&16301907,chr26&24580723
EOG090B0C6G,chr17&50719733,chr4&310112102,chr18&6848935,chr14&6590315,chr18&9514637,chr8&15630704,chr8&16900159,chr4&18118851,chr8&12304447,chr8&8335775,chr8&17706139,chrE1&34488542,chr15&702937,chr8&101062956,chr21&32879712,chr15&16803097,chr26&36482507
EOG090B08C4,chr17&51260534,chr4&347059384,chr18&7080239,chr14&6844979,chr18&9731003,chr8&21240783,chr8&1192454,chr4&672865,,chr8&34287419,chr8&22834610,chrE1&34021202,chr15&1229158,chr8&100649029,chr21&32488227,chr15&17234257,chr26&36146351
EOG090B0D3Z,chr17&54962733,chr4&351402616,chr18&7828498,chr14&7766338,chr18&10372307,chr19&17820963,chr19&22386415,chr8&922061,fCotGob3_279arrow_ctg1&95009,chr19&8889837,chr19&19364272,chrE1&31001471,chr15&2110371,chr8&98313945,chr21&29957901,chr15&18936537,chr12&40104184
EOG090B06OL,chr17&56978160,chr4&354073707,chr18&4170658,chr14&8334047,chr18&10869800,chr8&1718406,scaffold_43_ctg1&485246,chr4&28554860,chr8&20422062,chr8&23194787,chr8&1041322,chrE1&29246432,chr15&2745415,chr8&96810338,chr21&28396438,chr15&19963791,
EOG090B023P,chr17&57105465,chr8&182262050,chr19&10245454,S16&11138882,chr19&813444,chr13&25608617,chr13&4636139,chr14&39170057,,chr13&32327711,chr13&17947609,chrE1&29142249,chr17&10392066,chr8&96743971,chr21&28331397,chr17&9136975,chr28&8023932
EOG090B04BT,chr17&58206079,chr1&50156946,chr19&3220873,S16&912540,chr19&8815063,chr14&10497095,chr14&4179325,chr10&25244495,chr14&22066196,chr14&14859288,chr14&13003912,chrE1&28165259,chr17&11119424,chr8&95864553,chr21&27442916,chr17&24552485,chr28&22900798
EOG090B00ZU,chr17&58491663,chr8&208618995,chr19&2701012,S16&303446,chr19&11317779,chr14&4706718,chr14&27146131,chr10&7761730,chr14&6297305,chr14&23885918,chr14&6788611,chrE1&27907502,chr21&21977944,chr8&95632725,chr21&27216873,chr17&23133426,chr28&23977694
EOG090B01GF,chr17&58987989,chr8&173945989,chr19&8256972,S16&8212290,chr19&3134772,chr14&10594945,chr14&4355931,chr10&25044920,,chr14&15019109,chr14&13103754,chrE1&27312990,chr17&11729759,chr8&95242798,chr21&26838909,chr17&5073708,chr28&10516050
EOG090B01HM,chr17&59210052,chr8&174261071,chr19&8300064,S16&4558863,chr19&3125030,chr14&10649680,chr14&4465131,chr10&24962786,chr14&21832637,,chr14&13159474,chrE1&27223701,chr17&11833908,chr8&95181391,chr21&26781477,chr17&5186646,chr28&10886919
EOG090B09N1,chr17&59220610,chr8&174310433,chr19&8305725,S16&4541720,chr19&3110738,chr13&14199800,chr13&31282086,chr14&27199303,chr13&7190158,chr13&21822140,chr13&6053418,chrE1&27165223,chr17&11841802,chr8&91989983,chr21&26736044,chr17&5199241,chr28&10903960
EOG090B0GXN,chr17&59697439,chr8&174870624,,S16&4416566,chr19&3006421,chr14&4107209,chr14&31976394,chr10&1379102,chr14&5418490,chr14&28073617,chr14&6112428,chrE1&26780033,chr17&12113197,chr8&92334704,chr21&26417761,chr17&5474885,chr28&11150044
EOG090B062H,chr17&59860322,chr8&175132725,chr19&8511411,S16&4333643,chr19&2932731,chr13&12520043,chr13&33889321,chr14&24503009,chr9&28900213,chr13&24331907,chr13&4365539,chrE1&26602108,chr17&12244002,chr8&92463123,chr21&26281410,chr17&5575835,chr23&39705764
EOG090B02DZ,chr17&59973542,chr8&174494295,chr19&8384949,S16&4458692,chr19&3040482,chr13&10943714,chr13&36278222,chr14&22167444,chr13&5745829,chr13&27297852,chr13&2818546,chrE1&26869778,chr17&11999310,chr8&92206560,,chr17&5373642,chr28&11011852
EOG090B01CM,chr17&60043563,chr8&180982179,chr19&9929805,S16&10779688,chr19&1277353,chr14&9780281,chr14&22584280,chr10&15060529,chr14&7462802,chr14&5529477,chr14&12939856,chrE1&22943110,chr17&15022616,chr8&108598384,chr21&23542286,chr17&8292247,chr28&3590076
EOG090B01SW,chr17&60849016,,chr19&8999458,S16&3620202,chr19&2339327,chr13&24888111,chr13&3014220,chr14&37416765,chr13&22578880,chr13&41796374,chr13&16906535,,chr17&13268691,chr8&93382374,chr21&25148131,chr17&6427769,
EOG090B00R5,chr17&61683296,,chr19&8649291,S16&4127493,chr19&2763670,chr13&24595194,chr13&3601374,chr14&37067754,,chr13&42283088,chr13&16596962,chrE1&25970191,chr17&12528072,chr8&92821802,chr21&25792274,chr17&5831783,
EOG090B0I1Z,chr17&63698552,chr12&49553964,scaffold_81_arrow_ctg1&154649,chr19&5295373,chr27&666422,chr8&7513954,chr8&28991632,chr4&5788028,chr8&5571746,chr8&24923467,chr8&9376668,chrE1&45422904,chr11&61622228,chr8&90090839,chr21&42322591,chr23&8606398,chr16&14561484
EOG090B07GQ,chr17&63746881,,scaffold_81_arrow_ctg1&91648,chr19&5315985,chr27&638225,chr8&7437778,chr8&29092886,chr4&5686062,chr8&5637464,chr8&27815244,chr8&9305922,chrE1&45446300,chr11&61557880,chr8&90042368,chr21&42355621,chr23&8521768,chr16&14711628
EOG090B04WE,chr17&63819802,chr13&7296846,chr27&4407874,chr19&3998246,chr27&4993513,chr4&13952618,chr4&18829948,chr23&85991,chr4&19906781,chr4&17422938,chr4&27664224,chrE1&45517447,chr11&61504823,chr8&89998263,chr21&42400890,chr23&11983220,
EOG090B06BA,chr17&64477823,chr4&357391211,chr18&3533315,chr14&9054812,chr18&3793830,chr1&16328391,chr1&26675195,chr6&14443686,chr1&14129927,chr1&24087811,chr1&22426697,chrE1&46025821,chr15&3532091,chr8&89508094,chr21&42862530,chr15&21376010,chr26&9370250
EOG090B009K,chr17&67078252,chr4&184697331,chr18&3168598,chr14&9376970,chr18&3419313,chr1&16965211,chr1&27353865,chr6&13765292,chr1&14695083,chr1&34365610,,chrE1&46973975,chr15&4048235,chr8&88615960,chr21&43617549,chr15&21978509,chr26&8505230
EOG090B05VB,chr17&67340843,chr4&185298196,chr18&3257012,chr14&9343996,chr18&3509556,chr1&17013331,chr1&27412000,chr6&13751736,chr1&14738073,chr1&34339354,chr1&21938316,chrE1&46853639,chr15&3986551,chr8&88799028,chr21&43534988,chr15&21930638,chr26&8721407
EOG090B02TT,chr17&67717948,chr4&185806993,chr18&3348148,chr14&9243879,chr18&3603134,chr1&16786374,chr1&27104285,chr6&14044417,chr1&14412832,chr1&31575666,chr1&22198261,chrE1&46551501,chr15&3792249,chr8&89065752,chr21&43269248,chr15&21700887,chr26&8973960
EOG090B05AC,chr17&68537477,chr4&180388887,chr18&2383209,chr14&10214219,chr18&2624368,chr19&6874939,chr19&6810699,chr8&15419612,chr19&16585351,chr19&11581951,chr19&8851639,chrE1&48950960,chr15&5431063,chr8&87062581,chr21&45349848,chr15&23541181,
EOG090B05UG,chr17&74281818,chr4&172946749,chr18&1121162,chr14&11634477,chr18&1344189,chr11&280943,chr11&33809417,chr22&24485223,,scaffold_120_arrow_ctg1&327224,chr11&22855236,chrE1&53733205,chr15&9033453,chr8&109976807,chr21&49565612,chr15&26544461,chr26&28272718
EOG090B05IL,chr17&74777331,,chr18&6426211,chr14&6158045,chr18&9099626,chr8&5597251,chr8&3965024,chr4&2616707,,chr8&32149869,chr8&7378157,chrE1&54222655,scaffold_264_arrow_ctg1&476814,chr8&110322050,chr21&49930352,chr15&15633969,chr26&20450879
EOG090B0CRC,chr17&74878331,chr4&343641676,chr18&6382720,chr14&6113786,chr18&9054389,chr19&16596435,chr19&19173994,chr8&3576772,chr19&5031423,,chr19&18255420,chrE1&54311465,scaffold_264_arrow_ctg1&513281,chr8&110397697,chr21&50016614,chr15&15502216,
EOG090B0EFV,chr17&75013053,chr4&342978180,chr18&6278455,chr14&6005700,chr18&8949748,chr19&4547265,chr19&2511082,chr8&20767747,chr19&4262992,chr19&19919666,chr19&6489492,chrE1&54424497,scaffold_264_arrow_ctg1&580794,chr8&110488738,chr21&50112991,chr15&15304844,chr26&21558948
EOG090B0EER,chr17&75110289,chr4&342634889,chr18&6230701,chr14&5955279,chr18&8905783,chr19&16047538,chr19&26913981,chr8&4647040,chr19&5853563,chr19&8867592,chr19&17781550,chrE1&54512007,scaffold_264_arrow_ctg1&628952,chr8&110549540,chr21&50180072,chr15&15141045,chr20&25192388
EOG090B039L,chr17&75205762,chr4&342376750,chr18&6180242,chr14&5907833,chr18&8862401,chr8&15138616,chr8&17794559,chr4&17156364,chr8&11548569,chr8&5855352,chr8&17218159,chrE1&54588126,scaffold_264_arrow_ctg1&658740,chr8&110623812,chr21&50242612,chr15&15071978,chr26&20836247
EOG090B0DDC,chr17&75261901,chr4&342010709,chr18&6155666,chr14&5883171,chr18&8838994,chr8&15128037,chr8&17824652,chr4&17141369,chr8&11533557,chr8&5907466,chr8&17208284,chrE1&54641430,scaffold_264_arrow_ctg1&684111,chr8&110657173,chr21&50286227,chr15&15026000,chr26&20761626
EOG090B06N0,chr17&75516561,chr4&340992839,chr18&5950570,chr14&352753,chr18&8627843,chr8&5584960,chr8&3939210,chr4&2575238,chr8&1968263,chr8&32119977,chr8&7360778,chrE1&54845691,scaffold_264_arrow_ctg1&770420,chr8&110830197,chr21&50460751,chr15&14658288,chr26&24699855
EOG090B0C8H,chr17&75691646,,chr18&5795748,,chr4A&5292209,chr19&4493207,chr19&2538027,chr6&37548289,,chr19&18157086,chr19&6436246,chrE1&54970734,scaffold_264_arrow_ctg1&841352,chr8&110941366,chr21&50577616,,
EOG090B0867,chr17&75758056,chr4&340084065,chr18&5753818,chr14&136652,chr18&8453991,chr19&1738809,chr19&25817318,chr8&25458583,chr19&2042240,chr19&22891522,chr19&1882483,chrE1&55036237,scaffold_264_arrow_ctg1&882217,chr8&110999074,chr21&50632987,chr15&14272201,chr26&20201715
EOG090B00Y8,chr17&75827965,chr4&339556996,chr18&5678303,chr14&58282,chr18&8379609,chr19&4451370,chr19&2610772,chr8&20642848,chr19&20007898,chr19&18029760,chr19&6391331,chrE1&55093184,scaffold_264_arrow_ctg1&894655,chr8&111047824,chr21&50685958,chr15&14126831,chr26&20268401
EOG090B06RN,chr17&75898850,chr4&339240403,chr18&5639578,chr14&13322,chr18&8340446,chr19&4434413,chr19&2658864,chr8&20620610,chr19&19982343,,chr19&6374645,chrE1&55146372,scaffold_264_arrow_ctg1&955319,chr8&111097918,chr21&50736088,chr15&14055900,chr26&26397097
EOG090B038W,chr17&75929547,chr4&338932111,chr18&10136875,chr14&2677999,chr18&8316996,chr1&16286013,chr1&26612632,chr6&14488155,chr1&14074286,chr1&24143192,chr1&22461613,chrE1&55160719,scaffold_264_arrow_ctg1&960918,chr8&111129989,,chr15&13963808,
EOG090B0462,chr17&76039706,chr4&338581245,chr18&10183067,chr14&2728107,chr18&8250042,chr1&16320577,chr1&26661560,chr6&14447597,,chr1&24098004,chr1&22430509,chrE1&55251953,scaffold_264_arrow_ctg1&1028830,chr8&111196111,chr21&50829867,chr15&13857701,chr26&26693089
EOG090B0307,chr17&76083385,chr4&338071958,chr18&10226422,chr14&2781629,chr18&8217738,chr19&16609644,chr19&19208299,chr8&3542973,chr19&4998744,chr19&10307209,chr19&18275153,chrE1&55301491,scaffold_264_arrow_ctg1&1049417,chr8&111235493,chr21&50869873,chr15&13761537,chr26&35145412
EOG090B0334,chr17&76145235,chr4&337854061,chr18&10267127,chr14&2822264,chr18&8171581,chr19&13503054,chr19&17456813,chr8&8641075,chr19&9221743,chr19&5111043,chr19&15289108,chrE1&55349596,scaffold_264_arrow_ctg1&1087032,chr8&111275555,chr21&50909511,chr15&13634635,chr22&34037860
EOG090B0DG4,chr17&76726759,chr4&335455384,chr18&10588608,chr14&3159707,chr18&7881230,chr8&4661129,chr8&1815975,chr4&1192641,,chr8&34521700,chr8&6372083,chrE1&55820117,scaffold_264_arrow_ctg1&1368086,chr8&111640450,chr21&51312821,chr15&12782670,chr26&31416841
EOG090B0CMR,chr17&78174759,chr4&164151755,chr18&340351,chr14&12487256,chr18&2136817,chr1&20219832,chr1&31655738,chr6&9600873,chr1&17789424,chr1&36144875,chr1&18968973,chrE1&56841043,scaffold_264_arrow_ctg1&1856531,chr8&112350949,chr21&52216808,chr15&28971266,chr26&12200169
EOG090B05DR,chr17&78378666,chr4&164597590,chr18&363895,chr14&12447089,chr18&2098823,chr19&13390939,chr19&17129360,chr8&8965409,chr19&9368873,chr19&5244543,chr19&15176244,chrE1&56985288,scaffold_264_arrow_ctg1&1994015,chr8&112464125,chr21&52352893,chr15&28830592,chr26&12615596
EOG090B038I,chr17&79940859,chr4&167782973,chr18&652026,chr14&12137624,chr18&1802065,chr8&14447084,chr8&18786855,chr4&16097794,chr8&10732218,chr8&14499501,chr8&16517921,chrE1&58125096,scaffold_264_arrow_ctg1&2537590,chr8&113269639,chr21&53386363,chr15&27910838,chr26&17515233
EOG090B01VY,chr17&80036663,chr4&167958945,chr18&679005,chr14&12118698,chr18&1779683,chr1&23586289,chr1&37633397,chr6&5624661,chr1&22101827,,chr1&15466861,chrE1&58194926,scaffold_264_arrow_ctg1&2577419,chr8&113325676,chr21&53453486,chr15&27864254,chr26&17422255
EOG090B04C1,chr17&81559259,chr4&172365136,chr18&1070423,chr14&11669423,chr18&1378738,chr19&16825399,chr19&26401811,chr8&3194181,chr19&4766835,chr19&8381552,chr19&18466305,chrE1&59332741,scaffold_264_arrow_ctg1&3466115,,chr21&54495487,chr15&26701099,chr26&18040768
EOG090B04WT,chr17&81794606,chr11&69005670,chr18&297838,,chr18&6201758,chr19&3011118,chr19&1771722,chr8&21492698,chr19&3716326,chr19&20757527,chr19&286984,,chr21&1236017,chr8&69183595,chr15&41967791,,chr26&7099530
EOG090B0948,chr17&81912416,chr4&163269387,chr18&253193,chr14&12575239,chr18&2231110,chr1&20084665,chr1&31448811,chr6&9788460,chr1&17637591,chr1&35965375,chr1&19088216,chrE1&59558132,scaffold_264_arrow_ctg1&3727322,chr8&114196135,chr21&54690695,chr15&29261539,chr26&16648128
EOG090B0FCA,chr17&82444004,chr4&328725402,chr18&8490977,chr14&4192838,chr18&6955953,chr19&4374434,chr19&2750121,chr8&18088609,chr19&19891928,chr19&17822194,chr19&6322270,chrE1&60053974,scaffold_264_arrow_ctg1&289879,chr8&114457465,chr21&55076909,chr15&10539637,chr26&136825
EOG090B03GN,chr17&82830142,chr4&313882143,chr18&8661577,chr14&4411646,chr18&6810319,chr8&12083197,chr8&22414120,chr4&12056186,chr8&7751639,chr8&17160712,chr8&13993767,chrE1&60343349,chr15&9485944,chr8&114655602,chr21&55297968,chr15&10153845,chr26&3640839
EOG090B04GT,chr18&158699,chr2&594580170,chr2&103320278,chr1&48829311,chr2&104346433,chr17&14314292,chr17&20933081,chr18&14962795,chr17&8590638,chr17&5307016,chr17&16433329,chrD3&50730869,chr7&23728316,chr9&39990454,chr19&16846546,chr2&212187314,chr4&63115376
EOG090B03H9,chr18&213468,chr2&594380641,chr2&103298720,chr1&48851764,chr2&104328072,chr17&14308294,chr17&20920982,chr18&14973108,chr17&8597323,chr17&5304154,chr17&16426854,chrD3&50780292,chr5&81738863,chr9&40046123,chr19&16800455,chr2&212145376,chr4&63143621
EOG090B063F,chr18&657743,,chr2&103107533,chr1&49056243,chr2&104145834,chr2&21641419,chr20&22990771,chr9&20493327,chr20&4454678,chr20&14045693,chr20&10324665,chrD3&51205777,chr5&82142474,chr9&40481424,chr19&16443078,,
EOG090B06EL,chr18&2539000,chr2&590092804,chr2&102390830,chr1&49803207,chr2&103426162,chr2&21545255,chr20&22801602,chr9&20630063,chr20&4546016,chr20&13908987,chr20&10427949,chrD3&53095058,chr5&100933602,chr9&42432451,chr19&14689225,chr2&210649449,chr22&27038958
EOG090B06FW,chr18&2572986,,chr2&102374620,chr1&49819035,chr2&103409923,chr9&13825853,chr9&11888965,chr12&15928677,chr9&12958608,,chr9&17772283,chrD3&53144548,chr5&100889621,chr9&42481232,chr19&14646593,chr2&210623272,chr27&22744902
EOG090B0AQF,chr18&10522548,,chr2&99123940,chr1&53031815,chr2&100253491,chr17&17302516,chr17&25876834,chr18&10169145,chr17&5214342,chr17&15722973,chr17&19560820,chrD3&60455825,chr5&93823533,chr9&49864158,chr19&7530445,chr2&205297017,chr4&49894638
EOG090B07T8,chr18&11884445,chr2&572693208,chr2&98361924,chr1&53794699,chr2&99549772,chr17&17381437,chr17&26063624,chr18&9986545,chr17&5120492,,chr17&19647167,chrD3&61740919,chr5&92383515,chr9&51322403,chr19&6168131,chr2&204002140,chr4&50909522
EOG090B032Z,chr18&12673365,chr2&571457330,chr2&98070987,chr1&54081529,chr2&99265859,chr16&21384084,chr16&8986797,chr11&5340510,chr16&22917020,chr16&31197139,chr16&9369502,chrD3&62289329,chr5&91857910,chr9&52043334,chr19&5545119,chr2&203515893,chr4&51357698
EOG090B0BRL,chr18&12703108,chr2&571392246,chr2&98053162,chr1&54094429,chr2&99248331,chr11&10512236,chr11&16813262,chr22&15071024,chr11&8069131,chr11&10420062,chr11&12977561,chrD3&62310385,chr5&91835555,chr9&52062645,chr19&5521052,chr2&203486860,chr4&51404734
EOG090B00EW,chr18&13039785,,chr2&97925146,chr1&54182313,chr2&99140173,chr16&21416371,chr16&8928725,chr11&5281996,chr16&22958572,chr16&31552685,chr16&9401856,chrD3&62688204,chr5&91544926,chr9&52562962,chr19&5068005,chr2&203198123,chr4&51667136
EOG090B0BZB,chr18&13666480,chr2&568372940,chr2&97586559,chr1&54563671,chr2&98819924,chr16&21585019,chr16&8652077,chr11&4981526,chr16&23204225,chr16&31871703,chr16&9605948,chrD3&63322211,chr5&91059634,chr9&53367821,chr19&4355528,chr2&202675912,chr4&51901336
EOG090B076Z,chr18&13731518,chr2&568284447,chr2&97567080,chr1&54578781,chr2&98791017,chr11&16021,chr11&33651703,chr22&24407344,,scaffold_120_arrow_ctg1&586244,chr11&22660215,chrD3&63352941,chr5&91007214,chr9&53407096,chr19&4297848,chr2&202642268,chr4&51981507
EOG090B07ED,chr18&21651591,chr3&532615007,chr2&103658052,chr1&48496433,chr2&104668358,chr17&14388500,chr17&21037780,chr18&14859324,chr17&8491951,chr24&11717786,chr17&16508290,chrD3&49979416,chr7&21874439,chr9&39189162,chr19&17511259,chr2&212811861,chr4&62527426
EOG090B019C,chr18&21741584,chr2&596582584,chr2&103694451,chr1&48417816,chr2&104704297,chr17&14398506,chr17&21053092,chr18&14798234,chr17&8459275,chr17&5432317,chr17&16517968,chrD3&49828443,chr7&21724952,chr9&39028525,chr19&17564425,chr2&212858237,chr4&99445649
EOG090B051T,chr18&23449517,chr2&599170812,chr2&104287977,chr1&47893529,chr2&105272619,chr2&16094631,chr20&853718,chr9&32338164,fCotGob3_193arrow_ctg1&618,,Super_Scaffold_28_ctg1&1915900,chrD3&48463915,chr7&20935635,chr9&37703226,chr19&18927429,chr2&213862276,chr4&58264432
EOG090B01JU,chr18&23503619,chr2&599227831,chr2&104301840,chr1&47874760,chr2&105285543,chr2&16074332,chr20&835511,chr9&32330609,fCotGob3_193arrow_ctg1&8662,,Super_Scaffold_28_ctg1&1890091,chrD3&48427353,chr7&20914653,chr9&37670720,chr19&18957285,chr2&213893257,
EOG090B00PL,chr18&23532202,,chr2&104318779,,,chr17&14514433,chr17&21225112,chr18&14672434,chr17&8354176,chr17&5551766,chr17&16637997,chrD3&48384414,chr7&20868063,chr9&37619568,chr19&18978016,,chr4&58183580
EOG090B0AJS,chr18&24426757,chr2&601190553,chr2&104696834,chr1&47528366,chr2&105635523,chr4&7130834,chr4&28209102,chr23&7559822,chr4&20940225,chr4&23485670,chr4&21155947,chrD3&47513839,chr7&20192506,chr9&36850014,chr19&20561891,chr2&214536612,chr4&57535448
EOG090B0ATK,chr18&26580576,chr7&110373002,chr11&2458988,chrZ&22113915,chr11&15773073,chr6&2341441,chr6&34328011,chr7&4638413,chr6&1837080,chr6&55382668,chr6&14114517,chrE2&27452330,chr11&34231526,chr12&53658110,chr15&10055868,chr12&7573762,chr17&28691586
EOG090B0270,chr18&32267871,chr2&616605535,chr2&107722909,chr1&44370426,chr2&108636627,chr2&34258539,chr20&13699669,chr9&10787782,chr20&13490073,,Super_Scaffold_26_ctg1&1074494,chrD3&40577025,chr7&15692261,chr9&30519983,chr19&26909921,chr2&219411613,chr4&66049151
EOG090B06DA,chr18&32412214,,chr28&5232948,chr20&1950004,chr28&3266583,chr4&17497694,chr4&13709772,chr15&32989096,chr4&15817207,chr21&13668384,chr4&8092891,chrB3&84654784,scaffold_181_arrow_ctg1&1015664,,chr20&30543737,chr22&4116979,chr1&77551749
EOG090B0H2S,chr18&35468611,,chr2&84893349,chr1&67532803,chr2&85938009,chr16&11816612,chr16&23098890,chr11&19145138,chr16&11547927,chr16&15334094,chr16&14543500,chrD3&37713095,chrX3&4057893,chr9&28102959,chr19&29425186,chr2&111484308,chr2&84430647
EOG090B0ED1,chr18&35972729,,chr2&84529301,chr1&67911485,chr2&85580105,chr11&12501162,,chr22&17907449,chr11&5737539,chr11&13526364,chr11&10872292,chrD3&37336334,chrX3&4371168,chr9&27753617,chr19&29740136,chr2&110776920,chr2&119168867
EOG090B01QB,chr18&36129934,,chr2&89465852,chr1&62943990,chr2&90422661,chr11&12727970,chr11&20081723,chr22&18244799,,chr11&13859051,chr11&10615715,chrD3&37146647,chrX2&19215305,chr9&27608887,chr19&29844283,chr2&120047441,chr2&20077014
EOG090B024W,chr18&36187540,,chr2&85832374,chr1&66504113,chr2&86861872,chr15&4783617,chr15&25399720,chr13&6338656,chr15&7113779,chr15&25103678,chr15&7449942,chrD3&37079344,chrX3&3513928,chr9&27542990,chr19&29890852,,
EOG090B01SN,chr18&41957277,,chrZ&6330259,chrZ&95917460,chrZ&40159373,chr18&19790460,Super_Scaffold_8&19328185,chr3&20873466,chr18&11659922,chr18&6652596,chr18&10652303,chrD3&31679431,chr3&56372132,chr9&22854170,chr19&34772173,chr6&127078004,chr1&137653864
EOG090B06PO,chr18&43270341,chr1&794073446,chrZ&5755212,,chrZ&39511662,chr18&25693308,scaffold_23_ctg1&3786703,chr3&9907839,fCotGob3_54arrow_ctg1&23878,chr18&17058916,chr18&6441922,chrD3&30581099,chr3&55331802,chr9&21955312,chr22&541199,chr6&126137471,chr1&136883006
